Copyright (C) 2016  Intel Corporation. All rights reserved.
Your use of Intel Corporation's design tools, logic functions 
and other software and tools, and its AMPP partner logic 
functions, and any output files from any of the foregoing 
(including device programming or simulation files), and any 
associated documentation or information are expressly subject 
to the terms and conditions of the Intel Program License 
Subscription Agreement, the Intel Quartus Prime License Agreement,
the Intel MegaCore Function License Agreement, or other 
applicable license agreement, including, without limitation, 
that your use is for the sole purpose of programming logic 
devices manufactured by Intel and sold by Intel or its 
authorized distributors.  Please refer to the applicable 
agreement for further details.

Fast 1100mV 0C Model

Slack,From Node,To Node,Launch Clock,Latch Clock,Relationship,Clock Skew,Data Delay
15.577,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[0],CLOCK_50,CLOCK_50,20.000,-0.056,4.197
15.578,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[4],CLOCK_50,CLOCK_50,20.000,-0.056,4.196
15.579,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[2],CLOCK_50,CLOCK_50,20.000,-0.055,4.196
15.580,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[1],CLOCK_50,CLOCK_50,20.000,-0.055,4.195
15.580,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[7],CLOCK_50,CLOCK_50,20.000,-0.056,4.194
15.581,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[15]~DUPLICATE,CLOCK_50,CLOCK_50,20.000,-0.056,4.193
15.582,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[15],CLOCK_50,CLOCK_50,20.000,-0.054,4.194
15.583,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[5],CLOCK_50,CLOCK_50,20.000,-0.056,4.191
15.583,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[10],CLOCK_50,CLOCK_50,20.000,-0.055,4.192
15.584,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[9],CLOCK_50,CLOCK_50,20.000,-0.056,4.190
15.585,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[3],CLOCK_50,CLOCK_50,20.000,-0.055,4.190
15.585,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[6],CLOCK_50,CLOCK_50,20.000,-0.055,4.190
15.586,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[8],CLOCK_50,CLOCK_50,20.000,-0.055,4.189
15.757,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[0],CLOCK_50,CLOCK_50,20.000,-0.056,4.017
15.757,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[1],CLOCK_50,CLOCK_50,20.000,-0.055,4.018
15.757,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[2],CLOCK_50,CLOCK_50,20.000,-0.055,4.018
15.757,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[4],CLOCK_50,CLOCK_50,20.000,-0.056,4.017
15.759,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[7],CLOCK_50,CLOCK_50,20.000,-0.056,4.015
15.760,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[10],CLOCK_50,CLOCK_50,20.000,-0.055,4.015
15.762,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[6],CLOCK_50,CLOCK_50,20.000,-0.055,4.013
15.762,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[5],CLOCK_50,CLOCK_50,20.000,-0.056,4.012
15.763,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[3],CLOCK_50,CLOCK_50,20.000,-0.055,4.012
15.763,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[15]~DUPLICATE,CLOCK_50,CLOCK_50,20.000,-0.056,4.011
15.764,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[8],CLOCK_50,CLOCK_50,20.000,-0.055,4.011
15.764,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[9],CLOCK_50,CLOCK_50,20.000,-0.056,4.010
15.764,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[15],CLOCK_50,CLOCK_50,20.000,-0.054,4.012
15.935,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[9],WIRE_1_MASTER:U5|CRC:U3|dataOut[0],CLOCK_50,CLOCK_50,20.000,-0.056,3.839
15.936,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[9],WIRE_1_MASTER:U5|CRC:U3|dataOut[4],CLOCK_50,CLOCK_50,20.000,-0.056,3.838
