Copyright (C) 2016  Intel Corporation. All rights reserved.
Your use of Intel Corporation's design tools, logic functions 
and other software and tools, and its AMPP partner logic 
functions, and any output files from any of the foregoing 
(including device programming or simulation files), and any 
associated documentation or information are expressly subject 
to the terms and conditions of the Intel Program License 
Subscription Agreement, the Intel Quartus Prime License Agreement,
the Intel MegaCore Function License Agreement, or other 
applicable license agreement, including, without limitation, 
that your use is for the sole purpose of programming logic 
devices manufactured by Intel and sold by Intel or its 
authorized distributors.  Please refer to the applicable 
agreement for further details.

Slow 1100mV 85C Model

Slack,From Node,To Node,Launch Clock,Latch Clock,Relationship,Clock Skew,Data Delay
12.108,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[0],CLOCK_50,CLOCK_50,20.000,-0.131,7.591
12.109,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[4],CLOCK_50,CLOCK_50,20.000,-0.131,7.590
12.111,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[7],CLOCK_50,CLOCK_50,20.000,-0.131,7.588
12.114,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[5],CLOCK_50,CLOCK_50,20.000,-0.131,7.585
12.116,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[9],CLOCK_50,CLOCK_50,20.000,-0.131,7.583
12.118,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[2],CLOCK_50,CLOCK_50,20.000,-0.126,7.586
12.119,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[1],CLOCK_50,CLOCK_50,20.000,-0.126,7.585
12.122,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[8],CLOCK_50,CLOCK_50,20.000,-0.129,7.579
12.122,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[10],CLOCK_50,CLOCK_50,20.000,-0.126,7.582
12.124,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[3],CLOCK_50,CLOCK_50,20.000,-0.126,7.580
12.124,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[6],CLOCK_50,CLOCK_50,20.000,-0.126,7.580
12.126,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[15]~DUPLICATE,CLOCK_50,CLOCK_50,20.000,-0.131,7.573
12.129,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[3],WIRE_1_MASTER:U5|CRC:U3|dataOut[15],CLOCK_50,CLOCK_50,20.000,-0.125,7.576
12.192,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[15]~DUPLICATE,CLOCK_50,CLOCK_50,20.000,-0.132,7.506
12.196,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[15],CLOCK_50,CLOCK_50,20.000,-0.126,7.508
12.208,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[0],CLOCK_50,CLOCK_50,20.000,-0.132,7.490
12.210,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[4],CLOCK_50,CLOCK_50,20.000,-0.132,7.488
12.212,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[7],CLOCK_50,CLOCK_50,20.000,-0.132,7.486
12.214,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[2],CLOCK_50,CLOCK_50,20.000,-0.127,7.489
12.215,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[1],CLOCK_50,CLOCK_50,20.000,-0.127,7.488
12.216,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[5],CLOCK_50,CLOCK_50,20.000,-0.132,7.482
12.217,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[9],CLOCK_50,CLOCK_50,20.000,-0.132,7.481
12.217,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[10],CLOCK_50,CLOCK_50,20.000,-0.127,7.486
12.218,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[8],CLOCK_50,CLOCK_50,20.000,-0.130,7.482
12.221,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[3],CLOCK_50,CLOCK_50,20.000,-0.127,7.482
12.221,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[0],WIRE_1_MASTER:U5|CRC:U3|dataOut[6],CLOCK_50,CLOCK_50,20.000,-0.127,7.482
12.580,on_off_ds18xx:U8|measure_period_int[0],on_off_ds18xx:U8|power,CLOCK_50,CLOCK_50,20.000,-0.080,7.170
12.581,on_off_ds18xx:U8|measure_period_int[0],on_off_ds18xx:U8|POWER_PIN,CLOCK_50,CLOCK_50,20.000,-0.081,7.168
12.653,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[2],WIRE_1_MASTER:U5|CRC:U3|dataOut[15]~DUPLICATE,CLOCK_50,CLOCK_50,20.000,-0.132,7.045
12.657,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[2],WIRE_1_MASTER:U5|CRC:U3|dataOut[15],CLOCK_50,CLOCK_50,20.000,-0.126,7.047
12.669,WIRE_1_MASTER:U5|DS18xx:U1|dataOut[2],WIRE_1_MASTER:U5|CRC:U3|dataOut[0],CLOCK_50,CLOCK_50,20.000,-0.132,7.029
